류, 감귤, 조생귤, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 방울토마토, 대추방울, 1, 0, 216.66667
류, 감귤, 비가림감귤, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 오이, 백다다기, 1, 0, 344.44446
과채류, 방울토마토, 대추방울, 1, 0, 233.33333
류, 감귤, 천혜향, 1, 0, 433.33334
작물류, 유채, 유채잎, 1, 0, 230.0
류, 치커리, 치커리, 1, 0, 325.0
류, 칼리플라워(꽃양배추), 칼리플라워, 1, 0, 268.75
과채류, 딸기, 설향, 1, 0, 1100.0
, 고구마, 밤고구마, 1, 0, 235.0
류, 사과, 후지, 1, 0, 160.0
류, 양상추, 양상추, 1, 0, 325.0
류, 로메인, 로메인, 1, 0, 360.0
과채류, 토마토, 완숙토마토, 1, 0, 180.0
채류, 양배추, 양배추, 1, 0, 80.0
류, 호박, 애호박, 1, 0, 275.0
류, 느타리버섯, 느타리버섯, 1, 0, 305.0
류, 만감, 기타만감, 1, 0, 560.0
과채류, 딸기, 설향, 1, 0, 1000.0
류, 적채, 적채, 1, 0, 78.125
채류, 시금치, 시금치, 1, 0, 210.0
채류, 청경채, 청경채, 1, 0, 350.0
채류, 시금치, 시금치, 1, 0, 210.0
류, 오이, 백다다기, 1, 0, 433.33334
과채류, 딸기, 설향, 1, 0, 1150.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 193.75
과채류, 딸기, 기타딸기, 1, 0, 1600.0
류, 로메인, 로메인, 1, 0, 345.0
채류, 상추, 포기찹, 1, 0, 325.0
류, 파프리카, 빨강파프리카, 1, 0, 674.13794
류, 감귤, 조생귤, 1, 0, 135.0
채류, 부추, 일반부추, 1, 0, 400.0
채소류, 쪽파, 쪽파, 1, 0, 330.0
과채류, 딸기, 설향, 1, 0, 1350.0
과채류, 딸기, 설향, 1, 0, 600.0
과채류, 방울토마토, 대추방울, 1, 0, 375.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 172.5
채류, 상추, 포기찹, 1, 0, 312.5
류, 로메인, 로메인, 1, 0, 320.0
류, 호박, 쥬키니호박, 1, 0, 250.0
류, 포도, 샤인마스캇, 1, 0, 500.0
류, 파프리카, 노랑파프리카, 1, 0, 460.0
류, 호박, 애호박, 1, 0, 450.0
류, 방울양배추(스프로스), 방울양배추, 1, 0, 420.0
류, 감귤, 조생귤, 1, 0, 190.0
, 고구마, 밤고구마, 1, 0, 36.0
채류, 시금치, 시금치, 1, 0, 350.0
류, 감귤, 조생귤, 1, 0, 230.0
과채류, 딸기, 장희, 1, 0, 340.0
류, 사과, 미시마, 1, 0, 350.0
류, 적채, 적채, 1, 0, 100.0
류, 호박, 애호박, 1, 0, 450.0
채류, 깻잎, 깻잎, 1, 0, 712.5
류, 무, 세척무, 1, 0, 57.5
류, 로메인, 로메인, 1, 0, 330.0
과채류, 딸기, 기타딸기, 1, 0, 3100.0
채류, 시금치, 시금치, 1, 0, 270.0
류, 감귤, 조생귤, 1, 0, 320.0
류, 단감, 부유, 1, 0, 160.0
채류, 상추, 청상추, 1, 0, 250.0
, 감자, 기타감자, 1, 0, 75.0
채류, 깻잎, 깻잎, 1, 0, 362.5
류, 호박, 쥬키니호박, 1, 0, 210.0
류, 로메인, 로메인, 1, 0, 330.0
채류, 시금치, 시금치, 1, 0, 390.0
과채류, 딸기, 설향, 1, 0, 875.0
류, 호박, 애호박, 1, 0, 400.0
채소류, 풋고추, 청양, 1, 0, 820.0
채류, 깻잎, 깻잎, 1, 0, 530.0
류, 감귤, 레드향, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 단감, 부유, 1, 0, 270.0
류, 당근, 당근, 1, 0, 235.0
류, 호박, 애호박, 1, 0, 400.0
류, 곶감, 기타곶감, 1, 0, 520.0
류, 감귤, 조생귤, 1, 0, 280.0
류, 감귤, 레드향, 1, 0, 420.0
채류, 시금치, 시금치, 1, 0, 375.0
채류, 깻잎, 깻잎, 1, 0, 975.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 감귤, 조생귤, 1, 0, 170.0
류, 감귤, 레드향, 1, 0, 200.0
채류, 깻잎, 깻잎, 1, 0, 1050.0
채소류, 풋고추, 청양, 1, 0, 765.0
채소류, 풋고추, 롱그린, 1, 0, 730.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 256.25
류, 단감, 부유, 1, 0, 170.0
류, 감귤, 비가림감귤, 1, 0, 380.0
류, 감귤, 레드향, 1, 0, 200.0
채류, 시금치, 시금치, 1, 0, 240.0
류, 표고버섯, 표고버섯, 1, 0, 575.0
채소류, 풋고추, 롱그린, 1, 0, 730.0
채류, 시금치, 시금치, 1, 0, 350.0
류, 레몬, 레몬, 0, 0, 382.35294
류, 파프리카, 노랑파프리카, 1, 0, 470.0
류, 감귤, 레드향, 1, 0, 170.0
채류, 상추, 청상추, 1, 0, 287.5
류, 감귤, 조생귤, 1, 0, 260.0
류, 감귤, 조생귤, 1, 0, 220.0
류, 감귤, 레드향, 1, 0, 150.0
채류, 깻잎, 깻잎, 1, 0, 287.5
채류, 깻잎, 깻잎, 1, 0, 612.5
류, 감귤, 레드향, 1, 0, 366.66666
과채류, 딸기, 설향, 1, 0, 570.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 감귤, 레드향, 1, 0, 333.33334
채류, 깻잎, 깻잎, 1, 0, 1016.6667
류, 느타리버섯, 느타리버섯, 1, 0, 250.0
류, 단감, 부유, 1, 0, 185.0
류, 감귤, 레드향, 1, 0, 233.33333
류, 오이, 취청, 1, 0, 590.0
류, 표고버섯, 표고버섯, 1, 0, 1150.0
, 고구마, 호박고구마, 1, 0, 40.0
채류, 부추, 일반부추, 1, 0, 570.0
류, 표고버섯, 표고버섯, 1, 0, 575.0
, 고구마, 기타, 1, 0, 210.0
류, 느타리버섯, 느타리버섯, 1, 0, 250.0
류, 오이, 취청, 1, 0, 540.0
, 감자, 기타감자, 1, 0, 110.0
과채류, 수박, 수박, 1, 0, 100.0
류, 포도, 샤인마스캇, 1, 0, 900.0
, 고구마, 밤고구마, 1, 0, 270.0
, 고구마, 밤고구마, 1, 0, 270.0
과채류, 딸기, 설향, 1, 0, 450.0
채소류, 양파, 양파, 1, 0, 125.5
채류, 피마자잎, 피마자잎, 1, 0, 500.0
과채류, 딸기, 설향, 1, 0, 480.0
류, 포도, 샤인마스캇, 1, 0, 805.0
, 고구마, 밤고구마, 1, 0, 165.0
채류, 시금치, 시금치, 1, 0, 400.0
채류, 시금치, 시금치, 1, 0, 420.0
채류, 시금치, 시금치, 1, 0, 370.0
채류, 시금치, 시금치, 1, 0, 440.0
류, 사과, 미얀마, 1, 0, 180.0
류, 양송이, 양송이, 1, 0, 1062.5
류, 사과, 미얀마, 1, 0, 469.5
류, 새송이, 새송이버섯, 1, 0, 400.0
류, 사과, 미얀마, 1, 0, 222.5
류, 사과, 미시마, 1, 0, 320.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 180.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 풋고추, 청양, 1, 0, 910.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 풋고추, 청양, 1, 0, 910.0
채류, 고수, 고수, 1, 0, 1500.0
채류, 미나리, 미나리, 1, 0, 750.0
류, 감귤, 조생귤, 1, 0, 190.0
류, 만감, 한라봉, 1, 0, 443.33334
, 고구마, 기타, 1, 0, 174.0
류, 새싹, 새싹, 1, 0, 600.0
류, 배, 신고, 1, 0, 173.33333
류, 새싹, 새싹, 1, 0, 800.0
류, 오이, 취청, 1, 0, 400.0
류, 배, 신고, 1, 0, 173.33333
류, 참다래(키위), 기타참다래, 1, 0, 350.0
작물류, 땅콩, 피땅콩, 1, 0, 780.0
류, 도라지, 도라지, 1, 0, 900.0
과채류, 딸기, 싼타, 1, 0, 820.0
류, 포도, 기타포도, 1, 0, 500.0
류, 배, 신고, 1, 0, 186.66667
류, 감귤, 레드향, 1, 0, 666.6667
류, 밤, 대보, 1, 0, 510.0
류, 밤, 대보, 1, 0, 510.0
류, 배, 신고, 1, 0, 183.33333
류, 포도, 샤인마스캇, 1, 0, 500.0
류, 사과, 미시마, 1, 0, 350.0
과채류, 딸기, 기타딸기, 1, 0, 1750.0
류, 감귤, 기타감귤, 1, 0, 260.0
류, 느타리버섯, 느타리버섯, 1, 0, 290.0
류, 감귤, 조생귤, 1, 0, 170.0
과채류, 딸기, 설향, 1, 0, 875.0
과채류, 토마토, 완숙토마토, 1, 0, 220.0
류, 포도, 샤인마스캇, 1, 0, 500.0
류, 감귤, 비가림감귤, 1, 0, 380.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 212.5
과채류, 딸기, 설향, 1, 0, 1275.0
류, 오이, 가시오이, 1, 0, 309.0
류, 단감, 부유, 1, 0, 248.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 181.25
채류, 양배추, 양배추, 1, 0, 80.0
채류, 시금치, 시금치, 1, 0, 270.0
, 고구마, 기타, 1, 0, 170.0
채소류, 대파, 대파, 1, 0, 324.44446
채류, 쑥갓, 쑥갓, 1, 0, 245.0
채류, 시금치, 시금치, 1, 0, 320.0
류, 단감, 부유, 1, 0, 160.0
류, 파프리카, 빨강파프리카, 1, 0, 836.0
류, 표고버섯, 표고버섯, 1, 0, 550.0
류, 감귤, 레드향, 1, 0, 633.3333
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 112.5
과채류, 딸기, 설향, 1, 0, 1300.0
류, 감귤, 조생귤, 1, 0, 238.0
류, 감귤, 기타감귤, 1, 0, 140.0
류, 감귤, 천혜향, 1, 0, 477.77777
, 감자, 대지, 1, 0, 160.0
류, 참나물, 참나물, 1, 0, 287.5
과채류, 딸기, 설향, 1, 0, 990.0
과채류, 딸기, 설향, 1, 0, 1150.0
채소류, 양파, 양파, 1, 0, 137.33333
채소류, 홍고추, 홍고추, 1, 0, 560.0
채류, 깻잎, 깻잎, 1, 0, 337.5
과채류, 딸기, 설향, 1, 0, 800.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 156.25
류, 포도, 샤인마스캇, 1, 0, 565.0
채류, 시금치, 시금치, 1, 0, 360.0
과채류, 딸기, 설향, 1, 0, 1000.0
채류, 상추, 기타상추, 1, 0, 425.0
류, 단감, 부유, 1, 0, 185.0
류, 고사리, 생고사리, 1, 0, 1000.0
류, 호박, 애호박, 1, 0, 400.0
채류, 깻잎, 깻잎, 1, 0, 662.5
류, 단감, 부유, 1, 0, 185.0
, 고구마, 기타, 1, 0, 152.0
과채류, 딸기, 장희, 1, 0, 660.0
류, 표고버섯, 표고버섯, 1, 0, 630.0
류, 셀러리(양미나리), 셀러리, 1, 0, 69.0
채류, 상추, 청상추, 1, 0, 312.5
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 181.25
류, 단감, 부유, 1, 0, 166.0
채류, 시금치, 시금치, 1, 0, 240.0
류, 호박, 애호박, 1, 0, 475.0
채류, 상추, 적상추, 1, 0, 330.0
류, 감귤, 조생귤, 1, 0, 130.0
류, 표고버섯, 표고버섯, 1, 0, 600.0
류, 비트(붉은사탕무우), 비트, 1, 0, 225.0
류, 당근, 당근, 1, 0, 100.0
채류, 시금치, 시금치, 1, 0, 320.0
류, 적채, 적채, 1, 0, 100.0
류, 감귤, 조생귤, 1, 0, 240.0
채소류, 풋고추, 청양, 1, 0, 765.0
류, 호박, 애호박, 1, 0, 475.0
채류, 냉이, 일반냉이, 1, 0, 1250.0
채류, 상추, 포기찹, 1, 0, 325.0
류, 바나나, 바나나, 0, 0, 153.84616
류, 호박, 쥬키니호박, 1, 0, 250.0
채류, 깻잎, 깻잎, 1, 0, 550.0
 해조류, 미역, 쇠미역, 1, 0, 184.61539
류, 호박, 애호박, 1, 0, 475.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 76.666664
채류, 깻잎, 깻잎, 1, 0, 950.0
류, 비트(붉은사탕무우), 비트, 1, 0, 200.0
류, 단감, 부유, 1, 0, 200.0
류, 표고버섯, 표고버섯, 1, 0, 1150.0
채류, 시금치, 시금치, 1, 0, 280.0
채류, 깻잎, 깻잎, 1, 0, 387.5
류, 단감, 부유, 1, 0, 200.0
류, 로메인, 로메인, 1, 0, 375.0
류, 감귤, 레드향, 1, 0, 333.33334
류, 호박, 애호박, 1, 0, 475.0
류, 만감, 기타만감, 1, 0, 560.0
채류, 시금치, 시금치, 1, 0, 400.0
채류, 시금치, 시금치, 1, 0, 370.0
 해조류, 미역, 쇠미역, 1, 0, 184.61539
채류, 부추, 일반부추, 1, 0, 580.0
류, 호박, 쥬키니호박, 1, 0, 310.0
과채류, 딸기, 설향, 1, 0, 1100.0
채류, 미나리, 미나리, 1, 0, 251.0
채류, 상추, 청상추, 1, 0, 275.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 적채, 적채, 1, 0, 100.0
류, 오이, 취청, 1, 0, 585.0
과채류, 딸기, 설향, 1, 0, 980.0
류, 오이, 백다다기, 1, 0, 450.0
류, 감귤, 레드향, 1, 0, 233.33333
채류, 미나리, 미나리, 1, 0, 251.0
채류, 깻잎, 깻잎, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 1250.0
채류, 상추, 청상추, 1, 0, 300.0
채류, 부추, 일반부추, 1, 0, 410.0
류, 비트(붉은사탕무우), 비트, 1, 0, 80.0
채류, 미나리, 돌미나리, 1, 0, 440.0
과채류, 딸기, 설향, 1, 0, 1600.0
채류, 봄동배추, 봄동배추, 1, 0, 200.0
채류, 미나리, 미나리, 1, 0, 251.0
류, 느타리버섯, 느타리버섯, 1, 0, 250.0
류, 로메인, 로메인, 1, 0, 375.0
 해조류, 미역, 물미역, 1, 0, 237.5
채류, 부추, 일반부추, 1, 0, 720.0
채류, 미나리, 미나리, 1, 0, 251.0
류, 적채, 적채, 1, 0, 87.5
류, 기타, 기타잡곡류, 0, 0, 260.0
채소류, 풋고추, 청양, 1, 0, 790.0
채류, 고수, 고수, 1, 0, 966.6667
, 고구마, 호박고구마, 1, 0, 50.0
채류, 시금치, 시금치, 1, 0, 300.0
류, 감귤, 조생귤, 1, 0, 160.0
 해조류, 미역, 물미역, 1, 0, 237.5
류, 호박, 애호박, 1, 0, 237.5
 해조류, 미역, 물미역, 1, 0, 237.5
, 감자, 기타감자, 1, 0, 25.0
류, 단감, 부유, 1, 0, 470.0
과채류, 딸기, 설향, 1, 0, 1600.0
 해조류, 미역, 물미역, 1, 0, 237.5
류, 만감, 기타만감, 1, 0, 566.6667
류, 표고버섯, 표고버섯, 1, 0, 1150.0
류, 단감, 부유, 1, 0, 320.0
류, 칼리플라워(꽃양배추), 칼리플라워, 1, 0, 237.5
류, 양송이, 양송이, 1, 0, 300.0
과채류, 딸기, 기타딸기, 1, 0, 1750.0
채류, 부추, 일반부추, 1, 0, 300.0
류, 파프리카, 노랑파프리카, 1, 0, 900.0
과채류, 딸기, 설향, 1, 0, 825.0
류, 취나물, 기타취나물, 1, 0, 750.0
류, 참다래(키위), 참다래, 1, 0, 340.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 115.333336
류, 사과, 후지, 1, 0, 185.0
류, 만감, 기타만감, 1, 0, 410.0
채류, 고구마순, 기타고구마순, 1, 0, 375.0
과채류, 딸기, 설향, 1, 0, 750.0
류, 포도, 샤인마스캇, 1, 0, 750.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 113.333336
채류, 토란대, 기타토란대, 1, 0, 150.0
류, 배, 신고, 1, 0, 240.0
류, 사과, 미얀마, 1, 0, 294.5
류, 사과, 미얀마, 1, 0, 319.5
류, 사과, 미얀마, 1, 0, 369.5
류, 사과, 미얀마, 1, 0, 95.0
, 콩, 서리태, 1, 0, 471.42856
류, 사과, 미얀마, 1, 0, 379.5
류, 사과, 미얀마, 1, 0, 159.5
류, 사과, 미얀마, 1, 0, 183.0
류, 사과, 미얀마, 1, 0, 194.5
류, 사과, 미얀마, 1, 0, 219.5
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 대파, 대파, 1, 0, 190.0
채소류, 풋고추, 청양, 1, 0, 910.0
류, 가지, 가지, 1, 0, 412.0
과채류, 딸기, 설향, 1, 0, 600.0
채류, 시금치, 시금치, 1, 0, 310.0
류, 감귤, 조생귤, 1, 0, 210.0
류, 배, 신고, 1, 0, 200.0
류, 만감, 한라봉, 1, 0, 280.0
류, 감귤, 조생귤, 1, 0, 120.0
류, 곶감, 기타곶감, 1, 0, 1000.0
류, 감귤, 레드향, 1, 0, 566.6667
과채류, 딸기, 설향, 1, 0, 660.0
류, 곶감, 기타곶감, 1, 0, 1000.0
 해조류, 우뭇가사리, 톳, 1, 0, 250.0
류, 단감, 부유, 1, 0, 125.0
과채류, 토마토, 토마토, 1, 0, 220.0
류, 만감, 한라봉, 1, 0, 443.33334
류, 포도, 샤인마스캇, 1, 0, 300.0
채소류, 양파, 양파, 0, 0, 104.666664
 해조류, 미역, 물미역, 1, 0, 100.0
 해조류, 미역, 줄기미역, 1, 0, 175.0
채소류, 양파, 양파, 0, 0, 104.666664
류, 감귤, 감귤, 1, 0, 200.0
채소류, 양파, 양파, 0, 0, 104.666664
채소류, 풋고추, 오이고추, 1, 0, 480.0
류, 셀러리(양미나리), 셀러리, 1, 0, 100.0
과채류, 딸기, 설향, 1, 0, 1180.0
채류, 동초, 동초, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 1550.0
채소류, 풋고추, 청양, 1, 0, 715.1786
채류, 깻잎, 깻잎, 1, 0, 1150.0
과채류, 딸기, 설향, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 단감, 부유, 1, 0, 183.0
류, 감귤, 조생귤, 1, 0, 178.0
류, 감귤, 천혜향, 1, 0, 511.1111
류, 감귤, 조생귤, 1, 0, 150.0
류, 단감, 부유, 1, 0, 190.0
채류, 양배추, 양배추, 1, 0, 31.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 감귤, 천혜향, 1, 0, 511.1111
류, 감귤, 조생귤, 1, 0, 167.0
류, 감귤, 조생귤, 1, 0, 274.0
채류, 미나리, 미나리, 1, 0, 305.0
채류, 동초, 동초, 1, 0, 240.0
류, 단감, 부유, 1, 0, 240.0
류, 단감, 부유, 1, 0, 240.0
류, 사과, 후지, 1, 0, 235.0
, 고구마, 밤고구마, 1, 0, 68.0
작물류, 유채, 유채잎, 1, 0, 240.0
채류, 시금치, 시금치, 1, 0, 280.0
류, 파프리카, 빨강파프리카, 1, 0, 836.0
과채류, 딸기, 설향, 1, 0, 1170.0
과채류, 딸기, 설향, 1, 0, 1050.0
채류, 봄동배추, 봄동배추, 1, 0, 140.0
채류, 봄동배추, 봄동배추, 1, 0, 141.0
채류, 양배추, 양배추, 1, 0, 52.0
채류, 봄동배추, 봄동배추, 1, 0, 140.0
과채류, 토마토, 토마토, 1, 0, 800.0
채류, 봄동배추, 봄동배추, 1, 0, 145.0
채류, 쑥갓, 쑥갓, 1, 0, 400.0
류, 사과, 후지, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 파프리카, 빨강파프리카, 1, 0, 836.0
류, 만감, 기타만감, 1, 0, 566.6667
채류, 봄동배추, 봄동배추, 1, 0, 200.0
류, 느타리버섯, 느타리버섯, 1, 0, 280.0
과채류, 딸기, 기타딸기, 1, 0, 1200.0
채류, 봄동배추, 봄동배추, 1, 0, 200.0
류, 감귤, 기타감귤, 1, 0, 282.0
류, 감귤, 기타감귤, 1, 0, 200.0
채류, 봄동배추, 봄동배추, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1250.0
채류, 봄동배추, 봄동배추, 1, 0, 200.0
류, 만감, 기타만감, 1, 0, 633.3333
채류, 양배추, 양배추, 1, 0, 52.5
류, 사과, 미얀마, 1, 0, 206.5
채류, 시금치, 시금치, 1, 0, 340.0
채류, 봄동배추, 봄동배추, 1, 0, 200.0
채류, 봄동배추, 봄동배추, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 270.5
채류, 열무, 열무, 1, 0, 212.5
류, 사과, 미얀마, 1, 0, 314.5
채류, 봄동배추, 봄동배추, 1, 0, 200.0
채소류, 쪽파, 깐쪽파, 1, 0, 320.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 감귤, 조생귤, 1, 0, 160.0
과채류, 방울토마토, 대추방울, 1, 0, 266.66666
채류, 봄동배추, 봄동배추, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 480.0
채류, 고구마순, 생고구마순, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 329.5
채류, 깻잎, 깻잎, 1, 0, 650.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 표고버섯, 표고버섯, 1, 0, 587.5
채류, 봄동배추, 봄동배추, 1, 0, 200.0
채류, 시금치, 시금치, 1, 0, 280.0
류, 사과, 미얀마, 1, 0, 335.0
채소류, 마늘, 기타마늘, 1, 0, 840.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 156.25
채류, 깻잎, 깻잎, 1, 0, 225.0
채류, 미나리, 미나리, 1, 0, 272.0
과채류, 딸기, 설향, 1, 0, 1300.0
채류, 봄동배추, 봄동배추, 1, 0, 200.0
채류, 근대, 적근대, 1, 0, 292.5
류, 호박, 애호박, 1, 0, 237.5
류, 양송이, 양송이, 1, 0, 300.0
류, 표고버섯, 표고버섯, 1, 0, 580.0
류, 감귤, 조생귤, 1, 0, 220.0
류, 사과, 후지, 1, 0, 165.0
류, 오이, 취청, 1, 0, 650.0
류, 호박, 쥬키니호박, 1, 0, 250.0
채소류, 마늘, 기타마늘, 1, 0, 501.15
채류, 근대, 적근대, 1, 0, 292.5
채류, 깻잎, 깻잎, 1, 0, 950.0
류, 사과, 미야비, 1, 0, 234.5
과채류, 딸기, 설향, 1, 0, 900.0
류, 느타리버섯, 느타리버섯, 1, 0, 250.0
채류, 근대, 적근대, 1, 0, 292.5
채류, 미나리, 미나리, 1, 0, 272.0
, 고구마, 밤고구마, 1, 0, 286.0
류, 감귤, 기타감귤, 1, 0, 380.0
 해조류, 미역, 물미역, 1, 0, 168.0
채소류, 쪽파, 쪽파, 1, 0, 380.0
류, 오이, 취청, 1, 0, 585.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 206.25
채류, 미나리, 미나리, 1, 0, 272.0
채류, 근대, 적근대, 1, 0, 292.5
채소류, 풋고추, 청양, 1, 0, 315.0
류, 당근, 당근, 1, 0, 135.0
류, 로메인, 로메인, 1, 0, 375.0
과채류, 딸기, 설향, 1, 0, 1350.0
채소류, 생강, 재강, 1, 0, 315.0
, 고구마, 밤고구마, 1, 0, 286.0
류, 오이, 백다다기, 1, 0, 427.77777
류, 표고버섯, 표고버섯, 1, 0, 640.0
류, 파프리카, 노랑파프리카, 1, 0, 880.0
류, 오이, 취청, 1, 0, 300.0
채소류, 겨자, 적겨자, 1, 0, 526.5
채류, 시금치, 시금치, 1, 0, 490.0
작물류, 유채, 식용, 1, 0, 157.5
류, 사과, 미야비, 1, 0, 91.0
류, 적채, 적채, 1, 0, 78.125
류, 고사리, 기타고사리, 1, 0, 350.0
채류, 부추, 일반부추, 1, 0, 310.0
과채류, 딸기, 설향, 1, 0, 850.0
채류, 미나리, 미나리, 1, 0, 272.0
류, 무, 가을무, 1, 0, 27.5
채류, 냉이, 일반냉이, 1, 0, 1250.0
채류, 시금치, 시금치, 1, 0, 240.0
채소류, 풋고추, 청양, 1, 0, 865.0
 해조류, 미역, 물미역, 1, 0, 168.0
과채류, 딸기, 설향, 1, 0, 1180.0
채류, 쌈추, 쌈추, 1, 0, 211.0
, 고구마, 밤고구마, 1, 0, 185.0
류, 양상추, 양상추, 1, 0, 375.0
류, 표고버섯, 표고버섯, 1, 0, 1075.0
채류, 깻잎, 기타깻잎, 1, 0, 725.0
류, 호박, 애호박, 1, 0, 608.3333
채류, 미나리, 미나리, 1, 0, 272.0
류, 양송이, 양송이, 1, 0, 275.0
채류, 깻잎, 깻잎, 1, 0, 850.0
채류, 시금치, 시금치, 1, 0, 450.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 118.75
류, 로메인, 로메인, 1, 0, 375.0
채류, 시금치, 시금치, 1, 0, 300.0
채류, 쌈추, 쌈추, 1, 0, 369.25
류, 사과, 후지, 1, 0, 240.0
류, 느타리버섯, 느타리버섯, 1, 0, 250.0
류, 호박, 쥬키니호박, 1, 0, 310.0
채류, 깻잎, 깻잎, 1, 0, 725.0
채류, 시금치, 시금치, 1, 0, 270.0
채류, 깻잎, 깻잎, 1, 0, 950.0
채류, 봄동배추, 봄동배추, 1, 0, 88.0
채류, 부추, 일반부추, 1, 0, 780.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 116.666664
과채류, 딸기, 설향, 1, 0, 680.0
채류, 시금치, 시금치, 1, 0, 540.0
류, 고사리, 기타고사리, 1, 0, 350.0
과채류, 딸기, 설향, 1, 0, 960.0
 해조류, 미역, 물미역, 1, 0, 168.0
류, 로메인, 로메인, 1, 0, 400.0
류, 만감, 기타만감, 1, 0, 386.66666
류, 비트(붉은사탕무우), 비트, 1, 0, 70.0
 해조류, 미역, 물미역, 1, 0, 168.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 부추, 일반부추, 1, 0, 420.0
, 고구마, 기타, 1, 0, 170.0
채류, 깻잎, 깻잎, 1, 0, 655.0
채소류, 마늘, 풋마늘, 1, 0, 360.0
류, 감귤, 천혜향, 1, 0, 533.3333
과채류, 딸기, 설향, 1, 0, 1200.0
과채류, 딸기, 설향, 1, 0, 1300.0
채소류, 풋고추, 청복, 1, 0, 330.0
채소류, 풋고추, 청복, 1, 0, 330.0
채소류, 양파, 양파, 0, 0, 104.666664
채소류, 양파, 양파, 0, 0, 104.666664
류, 배, 신고, 1, 0, 186.66667
류, 감귤, 레드향, 1, 0, 500.0
과채류, 방울토마토, 대추방울, 1, 0, 275.0
